,Country,Date,Confirmed,Deaths,Recovered,Active
141,Saint Lucia,2020-01-22,0,0,0,0
142,Saint Vincent and the Grenadines,2020-01-22,0,0,0,0
143,San Marino,2020-01-22,0,0,0,0
144,Sao Tome and Principe,2020-01-22,0,0,0,0
145,Saudi Arabia,2020-01-22,0,0,0,0
146,Senegal,2020-01-22,0,0,0,0
147,Serbia,2020-01-22,0,0,0,0
148,Seychelles,2020-01-22,0,0,0,0
149,Sierra Leone,2020-01-22,0,0,0,0
150,Singapore,2020-01-22,0,0,0,0
151,Slovakia,2020-01-22,0,0,0,0
152,Slovenia,2020-01-22,0,0,0,0
153,Somalia,2020-01-22,0,0,0,0
154,South Africa,2020-01-22,0,0,0,0
155,South Korea,2020-01-22,1,0,0,1
156,South Sudan,2020-01-22,0,0,0,0
157,Spain,2020-01-22,0,0,0,0
158,Sri Lanka,2020-01-22,0,0,0,0
159,Sudan,2020-01-22,0,0,0,0
160,Suriname,2020-01-22,0,0,0,0
161,Sweden,2020-01-22,0,0,0,0
162,Switzerland,2020-01-22,0,0,0,0
163,Syria,2020-01-22,0,0,0,0
164,Taiwan*,2020-01-22,1,0,0,1
165,Tajikistan,2020-01-22,0,0,0,0
166,Tanzania,2020-01-22,0,0,0,0
167,Thailand,2020-01-22,2,0,0,2
168,Timor-Leste,2020-01-22,0,0,0,0
169,Togo,2020-01-22,0,0,0,0
170,Trinidad and Tobago,2020-01-22,0,0,0,0
171,Tunisia,2020-01-22,0,0,0,0
172,Turkey,2020-01-22,0,0,0,0
173,US,2020-01-22,1,0,0,1
174,Uganda,2020-01-22,0,0,0,0
175,Ukraine,2020-01-22,0,0,0,0
176,United Arab Emirates,2020-01-22,0,0,0,0
177,United Kingdom,2020-01-22,0,0,0,0
178,Uruguay,2020-01-22,0,0,0,0
179,Uzbekistan,2020-01-22,0,0,0,0
180,Venezuela,2020-01-22,0,0,0,0
181,Vietnam,2020-01-22,0,0,0,0
182,West Bank and Gaza,2020-01-22,0,0,0,0
183,Western Sahara,2020-01-22,0,0,0,0
184,Yemen,2020-01-22,0,0,0,0
185,Zambia,2020-01-22,0,0,0,0
186,Zimbabwe,2020-01-22,0,0,0,0
187,Afghanistan,2020-01-23,0,0,0,0
188,Albania,2020-01-23,0,0,0,0
189,Algeria,2020-01-23,0,0,0,0
190,Andorra,2020-01-23,0,0,0,0
191,Angola,2020-01-23,0,0,0,0
192,Antigua and Barbuda,2020-01-23,0,0,0,0
193,Argentina,2020-01-23,0,0,0,0
194,Armenia,2020-01-23,0,0,0,0
195,Australia,2020-01-23,0,0,0,0
196,Austria,2020-01-23,0,0,0,0
197,Azerbaijan,2020-01-23,0,0,0,0
198,Bahamas,2020-01-23,0,0,0,0
199,Bahrain,2020-01-23,0,0,0,0
200,Bangladesh,2020-01-23,0,0,0,0
201,Barbados,2020-01-23,0,0,0,0
202,Belarus,2020-01-23,0,0,0,0
203,Belgium,2020-01-23,0,0,0,0
204,Belize,2020-01-23,0,0,0,0
205,Benin,2020-01-23,0,0,0,0
206,Bhutan,2020-01-23,0,0,0,0
207,Bolivia,2020-01-23,0,0,0,0
208,Bosnia and Herzegovina,2020-01-23,0,0,0,0
209,Botswana,2020-01-23,0,0,0,0
210,Brazil,2020-01-23,0,0,0,0
211,Brunei,2020-01-23,0,0,0,0
212,Bulgaria,2020-01-23,0,0,0,0
213,Burkina Faso,2020-01-23,0,0,0,0
214,Burma,2020-01-23,0,0,0,0
215,Burundi,2020-01-23,0,0,0,0
216,Cabo Verde,2020-01-23,0,0,0,0
217,Cambodia,2020-01-23,0,0,0,0
218,Cameroon,2020-01-23,0,0,0,0
219,Canada,2020-01-23,0,0,0,0
220,Central African Republic,2020-01-23,0,0,0,0
221,Chad,2020-01-23,0,0,0,0
222,Chile,2020-01-23,0,0,0,0
223,China,2020-01-23,643,18,30,595
224,Colombia,2020-01-23,0,0,0,0
225,Comoros,2020-01-23,0,0,0,0
226,Congo (Brazzaville),2020-01-23,0,0,0,0
227,Congo (Kinshasa),2020-01-23,0,0,0,0
228,Costa Rica,2020-01-23,0,0,0,0
229,Cote d'Ivoire,2020-01-23,0,0,0,0
230,Croatia,2020-01-23,0,0,0,0
231,Cuba,2020-01-23,0,0,0,0
232,Cyprus,2020-01-23,0,0,0,0
233,Czechia,2020-01-23,0,0,0,0
234,Denmark,2020-01-23,0,0,0,0
235,Djibouti,2020-01-23,0,0,0,0
236,Dominica,2020-01-23,0,0,0,0
237,Dominican Republic,2020-01-23,0,0,0,0
238,Ecuador,2020-01-23,0,0,0,0
239,Egypt,2020-01-23,0,0,0,0
240,El Salvador,2020-01-23,0,0,0,0
241,Equatorial Guinea,2020-01-23,0,0,0,0
242,Eritrea,2020-01-23,0,0,0,0
243,Estonia,2020-01-23,0,0,0,0
244,Eswatini,2020-01-23,0,0,0,0
245,Ethiopia,2020-01-23,0,0,0,0
246,Fiji,2020-01-23,0,0,0,0
247,Finland,2020-01-23,0,0,0,0
248,France,2020-01-23,0,0,0,0
249,Gabon,2020-01-23,0,0,0,0
250,Gambia,2020-01-23,0,0,0,0
251,Georgia,2020-01-23,0,0,0,0
252,Germany,2020-01-23,0,0,0,0
253,Ghana,2020-01-23,0,0,0,0
254,Greece,2020-01-23,0,0,0,0
255,Greenland,2020-01-23,0,0,0,0
256,Grenada,2020-01-23,0,0,0,0
257,Guatemala,2020-01-23,0,0,0,0
258,Guinea,2020-01-23,0,0,0,0
259,Guinea-Bissau,2020-01-23,0,0,0,0
260,Guyana,2020-01-23,0,0,0,0
261,Haiti,2020-01-23,0,0,0,0
262,Holy See,2020-01-23,0,0,0,0
263,Honduras,2020-01-23,0,0,0,0
264,Hungary,2020-01-23,0,0,0,0
265,Iceland,2020-01-23,0,0,0,0
266,India,2020-01-23,0,0,0,0
267,Indonesia,2020-01-23,0,0,0,0
268,Iran,2020-01-23,0,0,0,0
269,Iraq,2020-01-23,0,0,0,0
270,Ireland,2020-01-23,0,0,0,0
271,Israel,2020-01-23,0,0,0,0
272,Italy,2020-01-23,0,0,0,0
273,Jamaica,2020-01-23,0,0,0,0
274,Japan,2020-01-23,2,0,0,2
275,Jordan,2020-01-23,0,0,0,0
276,Kazakhstan,2020-01-23,0,0,0,0
277,Kenya,2020-01-23,0,0,0,0
278,Kosovo,2020-01-23,0,0,0,0
279,Kuwait,2020-01-23,0,0,0,0
280,Kyrgyzstan,2020-01-23,0,0,0,0
281,Laos,2020-01-23,0,0,0,0
282,Latvia,2020-01-23,0,0,0,0
283,Lebanon,2020-01-23,0,0,0,0
284,Lesotho,2020-01-23,0,0,0,0
285,Liberia,2020-01-23,0,0,0,0
286,Libya,2020-01-23,0,0,0,0
287,Liechtenstein,2020-01-23,0,0,0,0
288,Lithuania,2020-01-23,0,0,0,0
289,Luxembourg,2020-01-23,0,0,0,0
290,Madagascar,2020-01-23,0,0,0,0
291,Malawi,2020-01-23,0,0,0,0
292,Malaysia,2020-01-23,0,0,0,0
293,Maldives,2020-01-23,0,0,0,0
294,Mali,2020-01-23,0,0,0,0
295,Malta,2020-01-23,0,0,0,0
296,Mauritania,2020-01-23,0,0,0,0
297,Mauritius,2020-01-23,0,0,0,0
298,Mexico,2020-01-23,0,0,0,0
299,Moldova,2020-01-23,0,0,0,0
300,Monaco,2020-01-23,0,0,0,0
301,Mongolia,2020-01-23,0,0,0,0
302,Montenegro,2020-01-23,0,0,0,0
303,Morocco,2020-01-23,0,0,0,0
304,Mozambique,2020-01-23,0,0,0,0
305,Namibia,2020-01-23,0,0,0,0
306,Nepal,2020-01-23,0,0,0,0
307,Netherlands,2020-01-23,0,0,0,0
308,New Zealand,2020-01-23,0,0,0,0
309,Nicaragua,2020-01-23,0,0,0,0
310,Niger,2020-01-23,0,0,0,0
311,Nigeria,2020-01-23,0,0,0,0
312,North Macedonia,2020-01-23,0,0,0,0
313,Norway,2020-01-23,0,0,0,0
314,Oman,2020-01-23,0,0,0,0
315,Pakistan,2020-01-23,0,0,0,0
316,Panama,2020-01-23,0,0,0,0
317,Papua New Guinea,2020-01-23,0,0,0,0
318,Paraguay,2020-01-23,0,0,0,0
319,Peru,2020-01-23,0,0,0,0
320,Philippines,2020-01-23,0,0,0,0
321,Poland,2020-01-23,0,0,0,0
322,Portugal,2020-01-23,0,0,0,0
323,Qatar,2020-01-23,0,0,0,0
324,Romania,2020-01-23,0,0,0,0
325,Russia,2020-01-23,0,0,0,0
326,Rwanda,2020-01-23,0,0,0,0
327,Saint Kitts and Nevis,2020-01-23,0,0,0,0
328,Saint Lucia,2020-01-23,0,0,0,0
329,Saint Vincent and the Grenadines,2020-01-23,0,0,0,0
330,San Marino,2020-01-23,0,0,0,0
331,Sao Tome and Principe,2020-01-23,0,0,0,0
332,Saudi Arabia,2020-01-23,0,0,0,0
333,Senegal,2020-01-23,0,0,0,0
334,Serbia,2020-01-23,0,0,0,0
335,Seychelles,2020-01-23,0,0,0,0
336,Sierra Leone,2020-01-23,0,0,0,0
337,Singapore,2020-01-23,1,0,0,1
338,Slovakia,2020-01-23,0,0,0,0
339,Slovenia,2020-01-23,0,0,0,0
340,Somalia,2020-01-23,0,0,0,0
341,South Africa,2020-01-23,0,0,0,0
342,South Korea,2020-01-23,1,0,0,1
343,South Sudan,2020-01-23,0,0,0,0
344,Spain,2020-01-23,0,0,0,0
345,Sri Lanka,2020-01-23,0,0,0,0
346,Sudan,2020-01-23,0,0,0,0
347,Suriname,2020-01-23,0,0,0,0
348,Sweden,2020-01-23,0,0,0,0
349,Switzerland,2020-01-23,0,0,0,0
350,Syria,2020-01-23,0,0,0,0
351,Taiwan*,2020-01-23,1,0,0,1
352,Tajikistan,2020-01-23,0,0,0,0
353,Tanzania,2020-01-23,0,0,0,0
354,Thailand,2020-01-23,3,0,0,3
355,Timor-Leste,2020-01-23,0,0,0,0
356,Togo,2020-01-23,0,0,0,0
357,Trinidad and Tobago,2020-01-23,0,0,0,0
358,Tunisia,2020-01-23,0,0,0,0
359,Turkey,2020-01-23,0,0,0,0
360,US,2020-01-23,1,0,0,1
361,Uganda,2020-01-23,0,0,0,0
362,Ukraine,2020-01-23,0,0,0,0
363,United Arab Emirates,2020-01-23,0,0,0,0
364,United Kingdom,2020-01-23,0,0,0,0
365,Uruguay,2020-01-23,0,0,0,0
366,Uzbekistan,2020-01-23,0,0,0,0
367,Venezuela,2020-01-23,0,0,0,0
368,Vietnam,2020-01-23,2,0,0,2
369,West Bank and Gaza,2020-01-23,0,0,0,0
370,Western Sahara,2020-01-23,0,0,0,0
371,Yemen,2020-01-23,0,0,0,0
372,Zambia,2020-01-23,0,0,0,0
373,Zimbabwe,2020-01-23,0,0,0,0
374,Afghanistan,2020-01-24,0,0,0,0
375,Albania,2020-01-24,0,0,0,0
376,Algeria,2020-01-24,0,0,0,0
377,Andorra,2020-01-24,0,0,0,0
378,Angola,2020-01-24,0,0,0,0
379,Antigua and Barbuda,2020-01-24,0,0,0,0
380,Argentina,2020-01-24,0,0,0,0
381,Armenia,2020-01-24,0,0,0,0
382,Australia,2020-01-24,0,0,0,0
383,Austria,2020-01-24,0,0,0,0
384,Azerbaijan,2020-01-24,0,0,0,0
385,Bahamas,2020-01-24,0,0,0,0
386,Bahrain,2020-01-24,0,0,0,0
387,Bangladesh,2020-01-24,0,0,0,0
388,Barbados,2020-01-24,0,0,0,0
389,Belarus,2020-01-24,0,0,0,0
390,Belgium,2020-01-24,0,0,0,0
391,Belize,2020-01-24,0,0,0,0
392,Benin,2020-01-24,0,0,0,0
393,Bhutan,2020-01-24,0,0,0,0
394,Bolivia,2020-01-24,0,0,0,0
395,Bosnia and Herzegovina,2020-01-24,0,0,0,0
396,Botswana,2020-01-24,0,0,0,0
397,Brazil,2020-01-24,0,0,0,0
398,Brunei,2020-01-24,0,0,0,0
399,Bulgaria,2020-01-24,0,0,0,0
400,Burkina Faso,2020-01-24,0,0,0,0
401,Burma,2020-01-24,0,0,0,0
402,Burundi,2020-01-24,0,0,0,0
403,Cabo Verde,2020-01-24,0,0,0,0
404,Cambodia,2020-01-24,0,0,0,0
405,Cameroon,2020-01-24,0,0,0,0
406,Canada,2020-01-24,0,0,0,0
407,Central African Republic,2020-01-24,0,0,0,0
408,Chad,2020-01-24,0,0,0,0
409,Chile,2020-01-24,0,0,0,0
410,China,2020-01-24,920,26,36,858
411,Colombia,2020-01-24,0,0,0,0
412,Comoros,2020-01-24,0,0,0,0
413,Congo (Brazzaville),2020-01-24,0,0,0,0
414,Congo (Kinshasa),2020-01-24,0,0,0,0
415,Costa Rica,2020-01-24,0,0,0,0
416,Cote d'Ivoire,2020-01-24,0,0,0,0
417,Croatia,2020-01-24,0,0,0,0
418,Cuba,2020-01-24,0,0,0,0
419,Cyprus,2020-01-24,0,0,0,0
420,Czechia,2020-01-24,0,0,0,0
421,Denmark,2020-01-24,0,0,0,0
422,Djibouti,2020-01-24,0,0,0,0
423,Dominica,2020-01-24,0,0,0,0
424,Dominican Republic,2020-01-24,0,0,0,0
425,Ecuador,2020-01-24,0,0,0,0
426,Egypt,2020-01-24,0,0,0,0
427,El Salvador,2020-01-24,0,0,0,0
428,Equatorial Guinea,2020-01-24,0,0,0,0
429,Eritrea,2020-01-24,0,0,0,0
430,Estonia,2020-01-24,0,0,0,0
431,Eswatini,2020-01-24,0,0,0,0
432,Ethiopia,2020-01-24,0,0,0,0
433,Fiji,2020-01-24,0,0,0,0
434,Finland,2020-01-24,0,0,0,0
435,France,2020-01-24,2,0,0,2
436,Gabon,2020-01-24,0,0,0,0
437,Gambia,2020-01-24,0,0,0,0
438,Georgia,2020-01-24,0,0,0,0
439,Germany,2020-01-24,0,0,0,0
440,Ghana,2020-01-24,0,0,0,0
441,Greece,2020-01-24,0,0,0,0
442,Greenland,2020-01-24,0,0,0,0
443,Grenada,2020-01-24,0,0,0,0
444,Guatemala,2020-01-24,0,0,0,0
445,Guinea,2020-01-24,0,0,0,0
446,Guinea-Bissau,2020-01-24,0,0,0,0
447,Guyana,2020-01-24,0,0,0,0
448,Haiti,2020-01-24,0,0,0,0
449,Holy See,2020-01-24,0,0,0,0
450,Honduras,2020-01-24,0,0,0,0
451,Hungary,2020-01-24,0,0,0,0
452,Iceland,2020-01-24,0,0,0,0
453,India,2020-01-24,0,0,0,0
454,Indonesia,2020-01-24,0,0,0,0
455,Iran,2020-01-24,0,0,0,0
456,Iraq,2020-01-24,0,0,0,0
457,Ireland,2020-01-24,0,0,0,0
458,Israel,2020-01-24,0,0,0,0
459,Italy,2020-01-24,0,0,0,0
460,Jamaica,2020-01-24,0,0,0,0
461,Japan,2020-01-24,2,0,0,2
462,Jordan,2020-01-24,0,0,0,0
463,Kazakhstan,2020-01-24,0,0,0,0
464,Kenya,2020-01-24,0,0,0,0
465,Kosovo,2020-01-24,0,0,0,0
466,Kuwait,2020-01-24,0,0,0,0
467,Kyrgyzstan,2020-01-24,0,0,0,0
468,Laos,2020-01-24,0,0,0,0
469,Latvia,2020-01-24,0,0,0,0
470,Lebanon,2020-01-24,0,0,0,0
471,Lesotho,2020-01-24,0,0,0,0
472,Liberia,2020-01-24,0,0,0,0
473,Libya,2020-01-24,0,0,0,0
474,Liechtenstein,2020-01-24,0,0,0,0
475,Lithuania,2020-01-24,0,0,0,0
476,Luxembourg,2020-01-24,0,0,0,0
477,Madagascar,2020-01-24,0,0,0,0
478,Malawi,2020-01-24,0,0,0,0
479,Malaysia,2020-01-24,0,0,0,0
480,Maldives,2020-01-24,0,0,0,0
481,Mali,2020-01-24,0,0,0,0
482,Malta,2020-01-24,0,0,0,0
483,Mauritania,2020-01-24,0,0,0,0
484,Mauritius,2020-01-24,0,0,0,0
485,Mexico,2020-01-24,0,0,0,0
486,Moldova,2020-01-24,0,0,0,0
487,Monaco,2020-01-24,0,0,0,0
488,Mongolia,2020-01-24,0,0,0,0
489,Montenegro,2020-01-24,0,0,0,0
490,Morocco,2020-01-24,0,0,0,0
491,Mozambique,2020-01-24,0,0,0,0
492,Namibia,2020-01-24,0,0,0,0
493,Nepal,2020-01-24,0,0,0,0
494,Netherlands,2020-01-24,0,0,0,0
495,New Zealand,2020-01-24,0,0,0,0
496,Nicaragua,2020-01-24,0,0,0,0
497,Niger,2020-01-24,0,0,0,0
498,Nigeria,2020-01-24,0,0,0,0
499,North Macedonia,2020-01-24,0,0,0,0
500,Norway,2020-01-24,0,0,0,0
501,Oman,2020-01-24,0,0,0,0
502,Pakistan,2020-01-24,0,0,0,0
503,Panama,2020-01-24,0,0,0,0
504,Papua New Guinea,2020-01-24,0,0,0,0
505,Paraguay,2020-01-24,0,0,0,0
506,Peru,2020-01-24,0,0,0,0
507,Philippines,2020-01-24,0,0,0,0
508,Poland,2020-01-24,0,0,0,0
509,Portugal,2020-01-24,0,0,0,0
510,Qatar,2020-01-24,0,0,0,0
511,Romania,2020-01-24,0,0,0,0
512,Russia,2020-01-24,0,0,0,0
513,Rwanda,2020-01-24,0,0,0,0
514,Saint Kitts and Nevis,2020-01-24,0,0,0,0
515,Saint Lucia,2020-01-24,0,0,0,0
516,Saint Vincent and the Grenadines,2020-01-24,0,0,0,0
517,San Marino,2020-01-24,0,0,0,0
518,Sao Tome and Principe,2020-01-24,0,0,0,0
519,Saudi Arabia,2020-01-24,0,0,0,0
520,Senegal,2020-01-24,0,0,0,0
521,Serbia,2020-01-24,0,0,0,0
522,Seychelles,2020-01-24,0,0,0,0
523,Sierra Leone,2020-01-24,0,0,0,0
524,Singapore,2020-01-24,3,0,0,3
525,Slovakia,2020-01-24,0,0,0,0
526,Slovenia,2020-01-24,0,0,0,0
527,Somalia,2020-01-24,0,0,0,0
528,South Africa,2020-01-24,0,0,0,0
529,South Korea,2020-01-24,2,0,0,2
530,South Sudan,2020-01-24,0,0,0,0
531,Spain,2020-01-24,0,0,0,0
532,Sri Lanka,2020-01-24,0,0,0,0
533,Sudan,2020-01-24,0,0,0,0
534,Suriname,2020-01-24,0,0,0,0
535,Sweden,2020-01-24,0,0,0,0
536,Switzerland,2020-01-24,0,0,0,0
537,Syria,2020-01-24,0,0,0,0
538,Taiwan*,2020-01-24,3,0,0,3
539,Tajikistan,2020-01-24,0,0,0,0
540,Tanzania,2020-01-24,0,0,0,0
541,Thailand,2020-01-24,5,0,0,5
542,Timor-Leste,2020-01-24,0,0,0,0
543,Togo,2020-01-24,0,0,0,0
544,Trinidad and Tobago,2020-01-24,0,0,0,0
545,Tunisia,2020-01-24,0,0,0,0
546,Turkey,2020-01-24,0,0,0,0
547,US,2020-01-24,2,0,0,2
548,Uganda,2020-01-24,0,0,0,0
549,Ukraine,2020-01-24,0,0,0,0
550,United Arab Emirates,2020-01-24,0,0,0,0
551,United Kingdom,2020-01-24,0,0,0,0
552,Uruguay,2020-01-24,0,0,0,0
553,Uzbekistan,2020-01-24,0,0,0,0
554,Venezuela,2020-01-24,0,0,0,0
555,Vietnam,2020-01-24,2,0,0,2
556,West Bank and Gaza,2020-01-24,0,0,0,0
557,Western Sahara,2020-01-24,0,0,0,0
558,Yemen,2020-01-24,0,0,0,0
559,Zambia,2020-01-24,0,0,0,0
560,Zimbabwe,2020-01-24,0,0,0,0
561,Afghanistan,2020-01-25,0,0,0,0
562,Albania,2020-01-25,0,0,0,0
563,Algeria,2020-01-25,0,0,0,0
564,Andorra,2020-01-25,0,0,0,0
565,Angola,2020-01-25,0,0,0,0
566,Antigua and Barbuda,2020-01-25,0,0,0,0
567,Argentina,2020-01-25,0,0,0,0
568,Armenia,2020-01-25,0,0,0,0
569,Australia,2020-01-25,0,0,0,0
570,Austria,2020-01-25,0,0,0,0
571,Azerbaijan,2020-01-25,0,0,0,0
572,Bahamas,2020-01-25,0,0,0,0
573,Bahrain,2020-01-25,0,0,0,0
574,Bangladesh,2020-01-25,0,0,0,0
575,Barbados,2020-01-25,0,0,0,0
576,Belarus,2020-01-25,0,0,0,0
577,Belgium,2020-01-25,0,0,0,0
578,Belize,2020-01-25,0,0,0,0
579,Benin,2020-01-25,0,0,0,0
580,Bhutan,2020-01-25,0,0,0,0
581,Bolivia,2020-01-25,0,0,0,0
582,Bosnia and Herzegovina,2020-01-25,0,0,0,0
583,Botswana,2020-01-25,0,0,0,0
584,Brazil,2020-01-25,0,0,0,0
585,Brunei,2020-01-25,0,0,0,0
586,Bulgaria,2020-01-25,0,0,0,0
587,Burkina Faso,2020-01-25,0,0,0,0
588,Burma,2020-01-25,0,0,0,0
589,Burundi,2020-01-25,0,0,0,0
590,Cabo Verde,2020-01-25,0,0,0,0
591,Cambodia,2020-01-25,0,0,0,0
592,Cameroon,2020-01-25,0,0,0,0
593,Canada,2020-01-25,0,0,0,0
594,Central African Republic,2020-01-25,0,0,0,0
595,Chad,2020-01-25,0,0,0,0
596,Chile,2020-01-25,0,0,0,0
597,China,2020-01-25,1406,42,39,1325
598,Colombia,2020-01-25,0,0,0,0
599,Comoros,2020-01-25,0,0,0,0
600,Congo (Brazzaville),2020-01-25,0,0,0,0
601,Congo (Kinshasa),2020-01-25,0,0,0,0
602,Costa Rica,2020-01-25,0,0,0,0
603,Cote d'Ivoire,2020-01-25,0,0,0,0
604,Croatia,2020-01-25,0,0,0,0
605,Cuba,2020-01-25,0,0,0,0
606,Cyprus,2020-01-25,0,0,0,0
607,Czechia,2020-01-25,0,0,0,0
608,Denmark,2020-01-25,0,0,0,0
609,Djibouti,2020-01-25,0,0,0,0
